,author,author_email,id,isopen,license_id,license_title,license_url,maintainer,maintainer_email,metadata_created,metadata_modified,name,notes,num_resources,num_tags,owner_org,private,revision_id,state,title,type,url,version
33,Frank Lynam,flynam@tcd.ie,42d835f7-7858-4daa-8587-e433db843707,True,cc-by-sa,Creative Commons Attribution Share-Alike,http://www.opendefinition.org/licenses/cc-by-sa,Frank Lynam,flynam@tcd.ie,2015-08-24T11:22:10.363280,2015-08-24T12:43:45.378017,linkedarc,"linkedarc.net is a Linked Data compliant hosting service for archaeologically themed data. Currently, linkedarc.net hosts the data of a single project, the Priniatikos Pyrgos Archaeological Project. The Priniatikos data is modelled primarily using the [CIDOC CRM](http://linkedarc.net/ontologies/ecrm.php ""CIDOC CRM"") ontology and its type values link to various public vocabularies, such as the [FISH](http://datahub.io/dataset/fish-archaeological-objects-thesaurus ""FISH  vocabularies""), [Getty](http://www.getty.edu/research/tools/vocabularies ""Getty vocabularies"") and [British Museum](http://collection.britishmuseum.org/ ""British Museum vocabularies"").",6,3,c149af3e-9688-401b-b6ca-53540addd45b,False,5ced7f4b-b3b2-401d-a620-612875a5c097,active,linkedarc.net archaeological datasets,dataset,,
34,"Peter J. DeVries, UW - Madison <http://people.geospecies.org/people/Peter_J_DeVries/>",pdevries@wisc.edu,14b8b927-0c46-4ba9-a243-41c727940965,True,cc-by-sa,Creative Commons Attribution Share-Alike,http://www.opendefinition.org/licenses/cc-by-sa,Peter J. DeVries,pdevries@wisc.edu,2009-10-27T19:01:49.521747,2015-08-20T08:14:41.344150,geospecies,"Data exposed: Information on Biological Orders, Families, Species as well as species occurrence records and related data

The data set currently contains information and linked data for: 19,230 Species, 1,671 Familes, 221 Orders. We have approximately 6,500 species observations, but are awaiting release on the majority of those.

Also see TaxonConcept, where species are modeled differently.

Size of dump and data set: 6.7 MB gzip",7,29,bdf11c22-0c8b-490f-a672-10fada1988f3,False,00d86dc2-9f1a-40ed-bc9f-ec1348f1a633,active,GeoSpecies Knowledge Base,dataset,http://lod.geospecies.org/,
35,Peter J. DeVries University of Wisconsin-Madison,pdevries@wisc.edu,6435a264-60ad-431b-8e36-9c1f284f60cc,True,odc-pddl,Open Data Commons Public Domain Dedication and License (PDDL),http://www.opendefinition.org/licenses/odc-pddl,Peter J. DeVries,pdevries@wisc.edu,2010-09-02T12:22:17.962026,2015-08-20T08:13:57.356986,taxonconcept,"Species are known by many different names. The TaxonConcept Knowledge Base provides informative Linked Open Data URI's for species concepts that improve the quality and stability of links between a species and data about that species. There are currently 108,175 species concepts and a and 1,000 records for species occurrences. There are also a few examples of references, and image galleries. I have added links below for an insect, mammal, bird and tree to serve as examples of the interlinking etc. The occurrence records are interlinked with GeoNames. 

A species can have several different classifications, for instance it's classification in NCBI and DBpedia, are different. To allow multiple classifications, the species model is separate from any specific classification. However many want these two aspects connected together. To make this easy, I have created an additional owl:sameAs RDF dump file which makes the #Taxonomy the same as the #Species. This is particularly useful for browsing SPARQL query results with Microsoft Pivot. In addition, it is also possible to create similar mapping files that can be used to 
tie the species to alternative classifications.

The data set and related vocabularies have been changed as of June 11, 2013. See the sitemap.xml or void file for the full list of RDF dumps",24,28,bdf11c22-0c8b-490f-a672-10fada1988f3,False,be43cbce-a694-482f-9cee-b0725586eff3,active,TaxonConcept Knowledge Base,dataset,http://lod.taxonconcept.org/,2013.06.11
36,Martin Nečaský,necasky@opendata.cz,c9ca345c-7391-4cec-9305-4d8db5facf8e,True,cc-zero,Creative Commons CCZero,http://www.opendefinition.org/licenses/cc-zero,Martin Nečaský,necasky@opendata.cz,2015-08-13T09:36:20.441522,2015-08-13T09:55:09.646571,cz-sao-audited-subjects,Individuals and legal entities audited by Supreme Audit Office of the Czech Republic,7,10,9046f134-ea81-462f-aae3-69854d34fc96,False,41678b81-3204-4db8-bd5b-54217be2d196,active,Audited subjects of Supreme Audit Office of the Czech Republic,dataset,http://data.nku.cz/resource/dataset/audited-subjects,2015-08-13
37,Polish Beef Association,robert@trypuz.pl,d62c75c0-017c-4068-95d3-2936dfdc6f40,False,cc-nc,Creative Commons Non-Commercial (Any),http://creativecommons.org/licenses/by-nc/2.0/,Robert Trypuz,robert@trypuz.pl,2014-03-29T19:32:24.196621,2015-08-07T14:17:45.248736,ontobeef-domain,"Ontology of Beef created within ProOptiBeef project 
([www.prooptibeef.pl](http://www.prooptibeef.pl/ ""ProOptiBeef"")).

Links with LOD datasets (27.06.2013): 

- 797 links with AGROVOC, 
- 211 links with GEMET, 
- 546 links with NAL and 
- 119 links with STW.
",12,16,5a3be177-8308-4ab1-96c6-fc0a4ce3fb1d,False,2eb37bd1-d07a-4a83-9cd0-350b5f607739,active,OntoBeef Domain,dataset,http://onto.beef.org.pl/ontobeef,2013
38,Poképédia,misdre@pokepedia.misdre.info,6e3211ee-81ac-4541-b3df-c7897f361eb5,False,cc-nc,Creative Commons Non-Commercial (Any),http://creativecommons.org/licenses/by-nc/2.0/,,,2010-09-06T14:50:30.994002,2015-08-05T21:39:47.229304,pokepedia-fr,Linked data on all Pokemon franchise,2,12,0a6e2fd1-c525-451c-8ed2-1e8bffacf7df,False,d21b5764-aff6-45bb-9151-0e2224da3642,active,Poképédia,dataset,http://www.pokepedia.fr,2010-09 (0.2)
39,Martin Nečaský,necasky@opendata.cz,bc6b575b-f8c3-4c98-8c0b-861cac94d31c,True,cc-zero,Creative Commons CCZero,http://www.opendefinition.org/licenses/cc-zero,Martin Nečaský,necasky@opendata.cz,2015-07-30T07:43:24.598083,2015-08-05T07:56:40.883736,cz-sidc-drug-prices,The dataset provides maximal prices of reimbursed medicinal products marketed in Czech republic. The dataset was created on the base of information published by Czech State Institute for Drug Control,5,12,9046f134-ea81-462f-aae3-69854d34fc96,False,cbaa24a7-1043-4035-ad21-6c0beed11666,active,List of prices of reimbursed medicinal products marketed in Czech republic,dataset,http://linked.opendata.cz/resource/dataset/sukl/drug-prices,2015-08-05
40,Martin Nečaský,necasky@opendata.cz,ac29e5a3-95ae-4f6d-909e-2dd9f4f61d43,True,cc-zero,Creative Commons CCZero,http://www.opendefinition.org/licenses/cc-zero,Martin Nečaský,necasky@opendata.cz,2015-07-30T13:23:56.546585,2015-08-05T07:48:07.757156,cz-sidc-drug-ingredients,This dataset provides data about active ingredients contained in medicinal products available in Czech republic. The dataset was created on the base of information published on the web site of Czech State Institute for Drug Control.,5,11,9046f134-ea81-462f-aae3-69854d34fc96,False,94a57608-42c8-42fb-ada1-4794449203a0,active,Active ingredients of medicinal products available in Czech Republic,dataset,http://linked.opendata.cz/resource/dataset/sukl/drug-ingredients,2015-08-05
41,Martin Nečaský,necasky@opendata.cz,7be747e4-ca4a-4a77-a563-656f0a24be33,True,cc-zero,Creative Commons CCZero,http://www.opendefinition.org/licenses/cc-zero,Martin Nečaský,necasky@opendata.cz,2015-07-29T13:15:19.258256,2015-08-05T07:47:48.210618,cz-eh-1-atc,Anatomical Therapeutic Chemical Classification System,5,10,9046f134-ea81-462f-aae3-69854d34fc96,False,4c75dabf-ba01-432d-8a9e-b4972a16437e,active,ATC groups,dataset,http://linked.opendata.cz/resource/dataset/atc,2015-08-05
42,Martin Nečaský,necasky@opendata.cz,330c283a-4651-4b8f-ac98-ad3f0c73b757,True,cc-zero,Creative Commons CCZero,http://www.opendefinition.org/licenses/cc-zero,Martin Nečaský,necasky@opendata.cz,2015-07-28T14:37:01.244404,2015-08-05T07:34:18.464045,cz-czso-deaths-by-selected-causes-of-death,Data cube containing statistical data with with deaths by selected causes of death in regions of Czech republic according to Czech Statistical Office.,7,13,9046f134-ea81-462f-aae3-69854d34fc96,False,779c2a19-6f84-4d6a-95c9-98c683e0b162,active,Deaths by selected causes of death in regions of Czech Republic,dataset,http://data.czso.cz/resource/dataset/deaths-by-selected-causes-of-death,2015-08-05
43,Martin Nečaský,necasky@opendata.cz,8a37fd4a-cff9-47af-8ea3-fccbd2fd01c6,True,cc-zero,Creative Commons CCZero,http://www.opendefinition.org/licenses/cc-zero,Martin Nečaský,necasky@opendata.cz,2015-07-28T14:35:06.267471,2015-08-05T07:33:45.987957,cz-czso-job-applicants-and-unemployment-rate,Data cube containing statistical data about job applicants and unemployment rate  in regions of Czech Republic according to Czech Statistical Office.,7,13,9046f134-ea81-462f-aae3-69854d34fc96,False,1f19388e-4c42-48dc-a081-7633ec4ccad0,active,Job applicants and unemployment rate in regions of Czech Republic,dataset,http://data.czso.cz/resource/dataset/job-applicants-and-unemployment-rate,2015-08-05
44,Martin Nečaský,necasky@opendata.cz,2278f539-b988-4427-91db-497904b36845,True,cc-zero,Creative Commons CCZero,http://www.opendefinition.org/licenses/cc-zero,Martin Nečaský,necasky@opendata.cz,2015-07-28T13:06:30.114899,2015-08-05T07:32:29.883836,cz-czso-unemployment-rate,Data cube containing statistical data aboutunemployment rate in regions of Czech republic according to Czech Statistical Office.,7,13,9046f134-ea81-462f-aae3-69854d34fc96,False,4bf496a8-ff37-476a-a485-703901119f5b,active,Unemployment rate in regions of Czech republic,dataset,http://data.czso.cz/resource/dataset/unemployment-rate,2015-08-05
45,Martin Nečaský,necasky@opendata.cz,a18bae7f-3cbb-48ee-8a18-47f9cc1ee898,True,cc-zero,Creative Commons CCZero,http://www.opendefinition.org/licenses/cc-zero,Martin Nečaský,necasky@opendata.cz,2015-07-28T13:41:37.322090,2015-08-05T07:31:48.469850,cz-czso-job-applicants,Data cube containing statistical data about job applicants in regions of Czech republic according to Czech Statistical Office.,7,13,9046f134-ea81-462f-aae3-69854d34fc96,False,66fc205e-a320-47a0-901c-d9c20e708178,active,Job applicants in regions of Czech Republic,dataset,http://data.czso.cz/resource/dataset/job-applicants,2015-08-05
46,Martin Nečaský,necasky@opendata.cz,1aba459a-37c6-4f14-8b24-52c0a92ea032,True,cc-zero,Creative Commons CCZero,http://www.opendefinition.org/licenses/cc-zero,Martin Nečaský,necasky@opendata.cz,2015-07-28T13:04:31.693549,2015-08-05T07:31:02.157318,cz-czso-selected-indicators-of-public-health,Data cube containing statistical data with selected public health indicators in regions of Czech republic according to Czech Statistical Office.,7,13,9046f134-ea81-462f-aae3-69854d34fc96,False,60319462-4bbd-47da-8001-f90d364238c4,active,Selected public health indicators in regions of Czech republic,dataset,http://data.czso.cz/resource/dataset/selected-indicators-of-public-health,2015-08-05
47,Martin Nečaský,necasky@opendata.cz,25d840df-f119-4aa2-89b1-030f7cff6928,True,cc-zero,Creative Commons CCZero,http://www.opendefinition.org/licenses/cc-zero,Martin Nečaský,necasky@opendata.cz,2015-07-30T21:39:55.407459,2015-08-05T07:30:17.475738,cz-czso-regions,Structure of regions of Czech Republic according to Czech Statistical Office on 1.1.2015,5,11,9046f134-ea81-462f-aae3-69854d34fc96,False,9f8c4390-b375-4800-8a98-de08ab3c698f,active,Structure of regions of Czech Republic according to Czech Statistical Office,dataset,http://data.czso.cz/resource/dataset/regions,2015-08-05
48,Martin Nečaský,necasky@opendata.cz,07d19fd0-328a-475b-bb9f-b5a01d551fb9,True,cc-zero,Creative Commons CCZero,http://www.opendefinition.org/licenses/cc-zero,Martin Nečaský,necasky@opendata.cz,2015-07-28T12:50:47.713528,2015-08-05T07:29:21.926781,cz-czso-average-salaries,Data cube containing statistical data about average salaries in a given year and region of Czech Republic according to Czech Statistical Office.,7,13,9046f134-ea81-462f-aae3-69854d34fc96,False,815b44de-29d1-4835-9511-0136ad24b589,active,Average salaries in regions of Czech republic,dataset,http://data.czso.cz/resource/dataset/average-salaries,2015-08-05
49,Martin Nečaský,necasky@opendata.cz,8d90c049-2972-4157-a33d-6d0a3bccd903,True,cc-zero,Creative Commons CCZero,http://www.opendefinition.org/licenses/cc-zero,Martin Nečaský,necasky@opendata.cz,2015-07-28T10:47:50.104014,2015-08-05T07:27:46.841591,cz-czso-social-service-facilities,Data cube containing statistical data about social service facilities and nursing in a given year and district of Czech republic according to Czech Statistical Office.,7,13,9046f134-ea81-462f-aae3-69854d34fc96,False,625a0806-e15e-4048-a393-a64b0c0b60fd,active,Social service facilities and nursing in districts of Czech republic,dataset,http://data.czso.cz/resource/dataset/social-service-facilities,2015-08-05
50,Martin Nečaský,necasky@opendata.cz,a170b211-3891-407e-a89b-9327ccc4a491,True,cc-zero,Creative Commons CCZero,http://www.opendefinition.org/licenses/cc-zero,Martin Nečaský,necasky@opendata.cz,2015-07-28T09:43:08.570493,2015-08-05T07:26:21.099873,cz-czso-demography-in-regions-czech-republic-age-categories,This dataset contains numbers of inhabitants in districts of Czech Republic in age categories splited in 5year intervals with a distinguished category 0 years. The last age category is 90-94 years. All older categories are aggregated to 95 years and more. The dataset distinguishes males and females.,7,13,9046f134-ea81-462f-aae3-69854d34fc96,False,0ec3ef8e-8470-446e-86e1-a98d9d69aea4,active,Number of inhabitants in districts of Czech Republic in 5year age categories,dataset,http://data.czso.cz/resource/dataset/demography-in-regions-czech-republic-age-categories,2015-08-05
51,Petr Škoda,skoda@opendata.cz,8322368e-30e9-4cb6-bf82-0509a9c0335e,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Petr Škoda,skoda@opendata.cz,2015-07-30T11:37:24.578633,2015-08-05T07:22:43.940153,it-aifa-drug-prices,The dataset provides prices of medicinal products marketed in Italian republic. The dataset was created on the base of information published by Italian Medicines Agency (http://www.agenziafarmaco.gov.it/).,5,10,9046f134-ea81-462f-aae3-69854d34fc96,False,f7f46f76-9e67-4aa6-8701-c1f17c3c3a6d,active,List of prices of medicinal products marketed in Italian Republic,dataset,http://linked.opendata.cz/resource/dataset/it/aifa/drug-prices,2015-08-05
52,Petr Škoda,skoda@opendata.cz,9e83a164-f77c-4eaf-8e92-521aa59e56df,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Petr Škoda,skoda@opendata.cz,2015-07-31T14:41:55.259397,2015-08-05T07:20:15.751287,es-msssi-drug-prices,"The dataset provides prices of medicinal products marketed in Kingdom of Spain. The dataset was created on the base of information published by Ministerio de Sanidad, Servicios Sociales e Igualdad (http://www.msssi.gob.es/).",5,10,9046f134-ea81-462f-aae3-69854d34fc96,False,96521d40-0d5b-4555-adad-dd6e33c2b6ef,active,List of prices of medicinal products marketed in Kingdom of Spain,dataset,http://linked.opendata.cz/resource/dataset/es/msssi/drug-prices,2015-08-05
53,Jakub Klímek,klimek@opendata.cz,14b4d015-af08-49a4-92b3-ba931ff2da79,True,cc-by-sa,Creative Commons Attribution Share-Alike,http://www.opendefinition.org/licenses/cc-by-sa,Jakub Klímek,klimek@opendata.cz,2014-12-01T15:52:52.585615,2015-08-05T07:13:43.284576,cz-ovm,This dataset contains detailed information about every institution of public power in the Czech Republic.,8,12,9046f134-ea81-462f-aae3-69854d34fc96,False,21394a0e-85db-486b-92db-8920ca9a7707,active,Institutions of public power of the Czech Republic,dataset,http://linked.opendata.cz/resource/dataset/seznam.gov.cz/ovm,2015-08-05
